uniek_id,gml_id,gml_parent_id,gml_parent_property,geometrie,gid,identificatie,oppervlakte,status,gebruiksdoel,openbare_ruimte,huisnummer,huisletter,toevoeging,postcode,woonplaats,bouwjaar,pandidentificatie,pandstatus,rdf_seealso,fme_geometry,gml_pointProperty,gml_multiPointProperty,fme_geometry_0_,fme_geometry_1_,fme_geometry_2_,Straat,Huisnummer,Postcode
stobberakplantsoen28  ,verblijfsobject.bag:0344010000081535,,member,,6585531,0344010000081535,141,Verblijfsobject in gebruik,woonfunctie,Stobberakplantsoen,28,,,3544TD,Utrecht,2000,0344100000008572,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000081535,fme_point,,,,,,Stobberakplantsoen,28,3544 TD
kennedylaan14 a ,verblijfsobject.bag:0344010000081708,,member,,6585547,0344010000081708,147,Verblijfsobject in gebruik,woonfunctie,Kennedylaan,14,A,,3533KH,Utrecht,2000,0344100000042688,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000081708,fme_point,,,,,,Kennedylaan,14 a,3533 KH
hof van st.-jan8  ,verblijfsobject.bag:0344010000087718,,member,,6585650,0344010000087718,101,Verblijfsobject in gebruik,woonfunctie,Hof van St.-Jan,8,,,3512BX,Utrecht,2000,0344100000029794,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000087718,fme_point,,,,,,Hof van St.-Jan,8,3512 BX
hof van st.-jan9  ,verblijfsobject.bag:0344010000087719,,member,,6585651,0344010000087719,149,Verblijfsobject in gebruik (niet ingemeten),woonfunctie,Hof van St.-Jan,9,,,3512BX,Utrecht,2000,0344100000008986,Pand in gebruik (niet ingemeten),http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000087719,fme_point,,,,,,Hof van St.-Jan,9,3512 BX
hof van st.-jan26  ,verblijfsobject.bag:0344010000087733,,member,,6585948,0344010000087733,125,Verblijfsobject in gebruik,woonfunctie,Hof van St.-Jan,26,,,3512BX,Utrecht,2000,0344100000052953,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000087733,fme_point,,,,,,Hof van St.-Jan,26,3512 BX
harpstraat29  ,verblijfsobject.bag:0344010000125596,,member,,6587291,0344010000125596,125,Verblijfsobject in gebruik,woonfunctie,Harpstraat,29,,,3513XA,Utrecht,1933,0344100000005879,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000125596,fme_point,,,,,,Harpstraat,29,3513 XA
jan van ransdorpstraat24 c ,verblijfsobject.bag:0344010000114347,,member,,6588287,0344010000114347,73,Verblijfsobject in gebruik,woonfunctie,Jan van Ransdorpstraat,24,C,,3554VZ,Utrecht,2000,0344100000028205,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000114347,fme_point,,,,,,Jan van Ransdorpstraat,24 C,3554 VZ
monnikeraklaan32  ,verblijfsobject.bag:0344010000091054,,member,,6588706,0344010000091054,128,Verblijfsobject in gebruik,woonfunctie,Monnikeraklaan,32,,,3544TH,Utrecht,2001,0344100000052125,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091054,fme_point,,,,,,Monnikeraklaan,32,3544 TH
reyer anslostraat70  ,verblijfsobject.bag:0344010000086104,,member,,6588952,0344010000086104,85,Verblijfsobject in gebruik,woonfunctie,Reyer Anslostraat,70,,,3522DK,Utrecht,2000,0344100000081696,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000086104,fme_point,,,,,,Reyer Anslostraat,70,3522 DK
molukkenstraat28  ,verblijfsobject.bag:0344010000091262,,member,,6589030,0344010000091262,81,Verblijfsobject in gebruik,woonfunctie,Molukkenstraat,28,,,3531WD,Utrecht,2000,0344100000019713,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091262,fme_point,,,,,,Molukkenstraat,28,3531 WD
groeneweg8  ,verblijfsobject.bag:0344010000088177,,member,,6589084,0344010000088177,110,Verblijfsobject in gebruik,woonfunctie,Groeneweg,8,,,3531VE,Utrecht,2000,0344100000069120,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000088177,fme_point,,,,,,Groeneweg,8,3531 VE
rozemarijnsingel43  ,verblijfsobject.bag:0344010000086788,,member,,6589103,0344010000086788,132,Verblijfsobject in gebruik,woonfunctie,Rozemarijnsingel,43,,,3544AH,Utrecht,2000,0344100000051195,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000086788,fme_point,,,,,,Rozemarijnsingel,43,3544 AH
rozemarijnsingel53  ,verblijfsobject.bag:0344010000114326,,member,,6589113,0344010000114326,126,Verblijfsobject in gebruik,woonfunctie,Rozemarijnsingel,53,,,3544AH,Utrecht,2000,0344100000008836,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000114326,fme_point,,,,,,Rozemarijnsingel,53,3544 AH
klifrakplantsoen1  ,verblijfsobject.bag:0344010000115812,,member,,6589164,0344010000115812,118,Verblijfsobject in gebruik,woonfunctie,Klifrakplantsoen,1,,,3544RE,Utrecht,2001,0344100000061933,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000115812,fme_point,,,,,,Klifrakplantsoen,1,3544 RE
hysophof3  ,verblijfsobject.bag:0344010000091322,,member,,6589642,0344010000091322,85,Verblijfsobject in gebruik,woonfunctie,Hysophof,3,,,3544BV,Utrecht,2000,0344100000059328,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091322,fme_point,,,,,,Hysophof,3,3544 BV
hysophof4  ,verblijfsobject.bag:0344010000091323,,member,,6589643,0344010000091323,85,Verblijfsobject in gebruik,woonfunctie,Hysophof,4,,,3544BV,Utrecht,2000,0344100000012102,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091323,fme_point,,,,,,Hysophof,4,3544 BV
hysophof6  ,verblijfsobject.bag:0344010000091325,,member,,6589644,0344010000091325,85,Verblijfsobject in gebruik,woonfunctie,Hysophof,6,,,3544BV,Utrecht,2000,0344100000070857,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091325,fme_point,,,,,,Hysophof,6,3544 BV
donsvlinder5  ,verblijfsobject.bag:0344010000090161,,member,,6589704,0344010000090161,130,Verblijfsobject in gebruik,woonfunctie,Donsvlinder,5,,,3544DP,Utrecht,2001,0344100000016231,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000090161,fme_point,,,,,,Donsvlinder,5,3544 DP
bieslookstraat29  ,verblijfsobject.bag:0344010000091353,,member,,6589958,0344010000091353,85,Verblijfsobject in gebruik,woonfunctie,Bieslookstraat,29,,,3544BT,Utrecht,2000,0344100000002283,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091353,fme_point,,,,,,Bieslookstraat,29,3544 BT
van esveldstraat229  ,verblijfsobject.bag:0344010000132388,,member,,6590243,0344010000132388,84,Verblijfsobject in gebruik,"gezondheidszorgfunctie, woonfunctie",Van Esveldstraat,229,,,3572KM,Utrecht,2001,0344100000065826,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000132388,fme_point,,,,,,Van Esveldstraat,229,3572 KM
van esveldstraat265  ,verblijfsobject.bag:0344010000090047,,member,,6590255,0344010000090047,102,Verblijfsobject in gebruik,"gezondheidszorgfunctie, woonfunctie",Van Esveldstraat,265,,,3572KM,Utrecht,2001,0344100000065826,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000090047,fme_point,,,,,,Van Esveldstraat,265,3572 KM
keizerstraat29 b ,verblijfsobject.bag:0344010000154272,,member,,6590357,0344010000154272,73,Verblijfsobject in gebruik,"industriefunctie, woonfunctie",Keizerstraat,29,B,,3512EA,Utrecht,1450,0344100000007223,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000154272,fme_point,,,,,,Keizerstraat,29 b,3512 EA
woudsenderraklaan274  ,verblijfsobject.bag:0344010000090267,,member,,6590603,0344010000090267,124,Verblijfsobject in gebruik,woonfunctie,Woudsenderraklaan,274,,,3544PZ,Utrecht,2001,0344100000033447,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000090267,fme_point,,,,,,Woudsenderraklaan,274,3544 PZ
gruttersdijk30 a ,verblijfsobject.bag:0344010000091195,,member,,6590731,0344010000091195,113,Verblijfsobject in gebruik,woonfunctie,Gruttersdijk,30,A,,3514BH,Utrecht,1998,0344100000000668,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091195,fme_point,,,,,,Gruttersdijk,30 A,3514 BH
nedereindseweg545  ,verblijfsobject.bag:0344010000089075,,member,,6590946,0344010000089075,120,Verblijfsobject in gebruik,woonfunctie,Nedereindseweg,545,,,3546PN,Utrecht,1915,0344100000046848,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000089075,fme_point,,,,,,Nedereindseweg,545,3546 PN
woudsenderraklaan71  ,verblijfsobject.bag:0344010000115519,,member,,6590982,0344010000115519,124,Verblijfsobject in gebruik,woonfunctie,Woudsenderraklaan,71,,,3544PT,Utrecht,2001,0344100000080610,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000115519,fme_point,,,,,,Woudsenderraklaan,71,3544 PT
donsvlinder33  ,verblijfsobject.bag:0344010000091407,,member,,6591052,0344010000091407,122,Verblijfsobject in gebruik,woonfunctie,Donsvlinder,33,,,3544DP,Utrecht,2001,0344100000024428,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000091407,fme_point,,,,,,Donsvlinder,33,3544 DP
vlindersingel141  ,verblijfsobject.bag:0344010000115861,,member,,6591335,0344010000115861,102,Verblijfsobject in gebruik,woonfunctie,Vlindersingel,141,,,3544VC,Utrecht,2001,0344100000064677,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000115861,fme_point,,,,,,Vlindersingel,141,3544 VC
sapoerahof11  ,verblijfsobject.bag:0344010000089517,,member,,6591361,0344010000089517,114,Verblijfsobject in gebruik,woonfunctie,Sapoerahof,11,,,3531WJ,Utrecht,2000,0344100000002084,Pand in gebruik,http://bag.basisregistraties.overheid.nl/bag/id/verblijfsobject/0344010000089517,fme_point,,,,,,Sapoerahof,11,3531 WJ
